id,pid,type,x,y,attr,person,img_id,hidden
8,1,Left Shoulder,440,428,,0,Tamil Nadu Chola_I104.png,False
9,8,Left Elbow,519,534,,0,Tamil Nadu Chola_I104.png,False
10,9,Left Wrist,472,513,,0,Tamil Nadu Chola_I104.png,False
11,8,Left Elbow,535,502,,0,Tamil Nadu Chola_I104.png,False
12,11,Left Wrist,538,432,,0,Tamil Nadu Chola_I104.png,False
13,1,Right Shoulder,346,391,,0,Tamil Nadu Chola_I104.png,False
14,13,Right Elbow,257,315,,0,Tamil Nadu Chola_I104.png,False
15,14,Right Wrist,307,261,,0,Tamil Nadu Chola_I104.png,False
16,13,Right Elbow,237,462,,0,Tamil Nadu Chola_I104.png,False
17,16,Right Wrist,234,550,,0,Tamil Nadu Chola_I104.png,False
18,1,Left Hip,416,549,,0,Tamil Nadu Chola_I104.png,False
19,18,Left Knee,506,709,,0,Tamil Nadu Chola_I104.png,False
20,19,Left Ankle,415,837,,0,Tamil Nadu Chola_I104.png,False
21,1,Right Hip,341,569,,0,Tamil Nadu Chola_I104.png,False
22,21,Right Knee,237,709,,0,Tamil Nadu Chola_I104.png,False
23,22,Right Ankle,359,784,,0,Tamil Nadu Chola_I104.png,False
0,-1,Root,0,0,Indian goddess Sculpture in a setting posture,0,Tamil Nadu Chola_I105.png,True
1,0,Forehead,144,77,,0,Tamil Nadu Chola_I105.png,False
2,1,Nose,144,91,,0,Tamil Nadu Chola_I105.png,False
3,1,Mouth,141,101,,0,Tamil Nadu Chola_I105.png,False
4,1,Left Eye,153,84,,0,Tamil Nadu Chola_I105.png,False
5,1,Right Eye,134,83,,0,Tamil Nadu Chola_I105.png,False
6,1,Left Ear,167,99,,0,Tamil Nadu Chola_I105.png,False
7,1,Right Ear,122,105,,0,Tamil Nadu Chola_I105.png,False
8,1,Left Shoulder,182,126,,0,Tamil Nadu Chola_I105.png,False
9,8,Left Elbow,184,192,,0,Tamil Nadu Chola_I105.png,False
10,9,Left Wrist,200,194,,0,Tamil Nadu Chola_I105.png,False
11,8,Left Elbow,204,180,,0,Tamil Nadu Chola_I105.png,True
12,11,Left Wrist,230,164,,0,Tamil Nadu Chola_I105.png,False
13,1,Right Shoulder,101,131,,0,Tamil Nadu Chola_I105.png,False
14,13,Right Elbow,97,203,,0,Tamil Nadu Chola_I105.png,False
15,14,Right Wrist,97,179,,0,Tamil Nadu Chola_I105.png,False
16,13,Right Elbow,75,201,,0,Tamil Nadu Chola_I105.png,False
17,16,Right Wrist,56,167,,0,Tamil Nadu Chola_I105.png,False
18,1,Left Hip,162,205,,0,Tamil Nadu Chola_I105.png,False
19,18,Left Knee,230,239,,0,Tamil Nadu Chola_I105.png,False
20,19,Left Ankle,139,241,,0,Tamil Nadu Chola_I105.png,False
21,1,Right Hip,119,202,,0,Tamil Nadu Chola_I105.png,False
22,21,Right Knee,66,239,,0,Tamil Nadu Chola_I105.png,False
23,22,Right Ankle,99,311,,0,Tamil Nadu Chola_I105.png,False
0,-1,Root,0,0,Indian goddess sculpture in a standing position,0,Tamil Nadu Chola_I106.png,True
1,0,Forehead,191,120,,0,Tamil Nadu Chola_I106.png,False
2,1,Nose,192,138,,0,Tamil Nadu Chola_I106.png,False
3,1,Mouth,195,150,,0,Tamil Nadu Chola_I106.png,False
4,1,Left Eye,203,129,,0,Tamil Nadu Chola_I106.png,False
5,1,Right Eye,184,133,,0,Tamil Nadu Chola_I106.png,False
6,1,Left Ear,216,143,,0,Tamil Nadu Chola_I106.png,False
7,1,Right Ear,170,141,,0,Tamil Nadu Chola_I106.png,False
8,1,Left Shoulder,228,170,,0,Tamil Nadu Chola_I106.png,False
9,8,Left Elbow,237,219,,0,Tamil Nadu Chola_I106.png,False
10,9,Left Wrist,247,240,,0,Tamil Nadu Chola_I106.png,False
11,8,Left Elbow,255,224,,0,Tamil Nadu Chola_I106.png,False
12,11,Left Wrist,276,200,,0,Tamil Nadu Chola_I106.png,False
13,1,Right Shoulder,163,177,,0,Tamil Nadu Chola_I106.png,False
14,13,Right Elbow,155,227,,0,Tamil Nadu Chola_I106.png,False
15,14,Right Wrist,155,246,,0,Tamil Nadu Chola_I106.png,True
16,13,Right Elbow,139,225,,0,Tamil Nadu Chola_I106.png,False
17,16,Right Wrist,120,203,,0,Tamil Nadu Chola_I106.png,False
18,1,Left Hip,223,246,,0,Tamil Nadu Chola_I106.png,False
19,18,Left Knee,225,353,,0,Tamil Nadu Chola_I106.png,False
20,19,Left Ankle,223,418,,0,Tamil Nadu Chola_I106.png,False
21,1,Right Hip,184,249,,0,Tamil Nadu Chola_I106.png,False
22,21,Right Knee,190,351,,0,Tamil Nadu Chola_I106.png,False
23,22,Right Ankle,198,413,,0,Tamil Nadu Chola_I106.png,False
0,-1,Root,0,0,Bronze Indian god sculpture,0,Tamil Nadu Chola_I107.png,True
1,0,Forehead,399,190,,0,Tamil Nadu Chola_I107.png,False
2,1,Nose,402,247,,0,Tamil Nadu Chola_I107.png,False
3,1,Mouth,403,276,,0,Tamil Nadu Chola_I107.png,False
4,1,Left Eye,441,220,,0,Tamil Nadu Chola_I107.png,False
5,1,Right Eye,365,223,,0,Tamil Nadu Chola_I107.png,False
6,1,Left Ear,463,267,,0,Tamil Nadu Chola_I107.png,False
7,1,Right Ear,335,273,,0,Tamil Nadu Chola_I107.png,False
8,1,Left Shoulder,481,349,,0,Tamil Nadu Chola_I107.png,False
9,8,Left Elbow,687,389,,0,Tamil Nadu Chola_I107.png,False
10,9,Left Wrist,747,315,,0,Tamil Nadu Chola_I107.png,False
11,1,Right Shoulder,278,360,,0,Tamil Nadu Chola_I107.png,False
12,11,Right Elbow,192,551,,0,Tamil Nadu Chola_I107.png,False
13,12,Right Wrist,130,654,,0,Tamil Nadu Chola_I107.png,False
14,1,Left Hip,420,632,,0,Tamil Nadu Chola_I107.png,False
15,1,Right Hip,286,623,,0,Tamil Nadu Chola_I107.png,False
0,-1,Root,0,0,Shiva in Natraj Posture,0,Tamil Nadu Chola_I108.png,True
1,0,Forehead,244,254,,0,Tamil Nadu Chola_I108.png,False
2,1,Nose,245,276,,0,Tamil Nadu Chola_I108.png,False
3,1,Mouth,248,286,,0,Tamil Nadu Chola_I108.png,False
4,1,Left Eye,262,258,,0,Tamil Nadu Chola_I108.png,False
5,1,Right Eye,233,262,,0,Tamil Nadu Chola_I108.png,True
6,1,Left Ear,287,283,,0,Tamil Nadu Chola_I108.png,False
7,1,Right Ear,229,288,,0,Tamil Nadu Chola_I108.png,False
8,1,Left Shoulder,284,305,,0,Tamil Nadu Chola_I108.png,False
9,8,Left Elbow,209,349,,0,Tamil Nadu Chola_I108.png,False
10,9,Left Wrist,139,369,,0,Tamil Nadu Chola_I108.png,False
11,8,Left Elbow,382,367,,0,Tamil Nadu Chola_I108.png,False
12,11,Left Wrist,413,322,,0,Tamil Nadu Chola_I108.png,False
13,1,Right Shoulder,217,312,,0,Tamil Nadu Chola_I108.png,False
14,13,Right Elbow,162,352,,0,Tamil Nadu Chola_I108.png,True
15,14,Right Wrist,133,359,,0,Tamil Nadu Chola_I108.png,False
16,13,Right Elbow,153,334,,0,Tamil Nadu Chola_I108.png,True
17,16,Right Wrist,100,296,,0,Tamil Nadu Chola_I108.png,False
18,1,Left Hip,294,402,,0,Tamil Nadu Chola_I108.png,False
19,18,Left Knee,206,414,,0,Tamil Nadu Chola_I108.png,False
20,19,Left Ankle,117,471,,0,Tamil Nadu Chola_I108.png,False
21,18,Left Knee,254,406,,0,Tamil Nadu Chola_I108.png,True
22,1,Right Hip,257,407,,0,Tamil Nadu Chola_I108.png,False
23,22,Right Knee,213,513,,0,Tamil Nadu Chola_I108.png,False
24,23,Right Ankle,248,607,,0,Tamil Nadu Chola_I108.png,False
0,-1,Root,0,0,Human sculpture lying in ground,1,Tamil Nadu Chola_I108.png,True
1,0,Forehead,171,613,,1,Tamil Nadu Chola_I108.png,False
2,1,Nose,176,622,,1,Tamil Nadu Chola_I108.png,False
3,1,Mouth,183,627,,1,Tamil Nadu Chola_I108.png,False
4,1,Left Eye,183,610,,1,Tamil Nadu Chola_I108.png,False
5,1,Right Eye,168,623,,1,Tamil Nadu Chola_I108.png,False
6,1,Left Ear,203,617,,1,Tamil Nadu Chola_I108.png,True
7,1,Right Ear,175,639,,1,Tamil Nadu Chola_I108.png,True
8,1,Left Shoulder,212,629,,1,Tamil Nadu Chola_I108.png,False
9,8,Left Elbow,199,653,,1,Tamil Nadu Chola_I108.png,False
10,9,Left Wrist,186,673,,1,Tamil Nadu Chola_I108.png,False
11,1,Right Shoulder,185,652,,1,Tamil Nadu Chola_I108.png,True
12,11,Right Elbow,167,658,,1,Tamil Nadu Chola_I108.png,True
13,12,Right Wrist,161,644,,1,Tamil Nadu Chola_I108.png,False
14,1,Left Hip,248,639,,1,Tamil Nadu Chola_I108.png,False
15,14,Left Knee,263,658,,1,Tamil Nadu Chola_I108.png,False
16,15,Left Ankle,277,693,,1,Tamil Nadu Chola_I108.png,False
17,1,Right Hip,240,677,,1,Tamil Nadu Chola_I108.png,False
18,17,Right Knee,296,685,,1,Tamil Nadu Chola_I108.png,False
19,18,Right Ankle,322,676,,1,Tamil Nadu Chola_I108.png,False
0,-1,Root,0,0,Indian goddess maa durga in right corner,0,Tamil Nadu Chola_I109.png,True
1,0,Forehead,185,181,,0,Tamil Nadu Chola_I109.png,False
2,1,Nose,183,194,,0,Tamil Nadu Chola_I109.png,False
3,1,Mouth,181,206,,0,Tamil Nadu Chola_I109.png,False
4,1,Left Eye,194,190,,0,Tamil Nadu Chola_I109.png,False
5,1,Right Eye,175,186,,0,Tamil Nadu Chola_I109.png,False
6,1,Left Ear,201,199,,0,Tamil Nadu Chola_I109.png,False
7,1,Right Ear,156,191,,0,Tamil Nadu Chola_I109.png,False
8,1,Left Shoulder,210,224,,0,Tamil Nadu Chola_I109.png,False
9,8,Left Elbow,244,267,,0,Tamil Nadu Chola_I109.png,False
10,9,Left Wrist,224,267,,0,Tamil Nadu Chola_I109.png,False
11,8,Left Elbow,254,275,,0,Tamil Nadu Chola_I109.png,True
12,11,Left Wrist,284,271,,0,Tamil Nadu Chola_I109.png,False
13,8,Left Elbow,274,252,,0,Tamil Nadu Chola_I109.png,False
14,13,Left Wrist,300,232,,0,Tamil Nadu Chola_I109.png,False
15,8,Left Elbow,268,225,,0,Tamil Nadu Chola_I109.png,False
16,15,Left Wrist,271,190,,0,Tamil Nadu Chola_I109.png,False
17,1,Right Shoulder,148,218,,0,Tamil Nadu Chola_I109.png,False
18,17,Right Elbow,93,265,,0,Tamil Nadu Chola_I109.png,False
19,18,Right Wrist,110,265,,0,Tamil Nadu Chola_I109.png,False
20,17,Right Elbow,92,249,,0,Tamil Nadu Chola_I109.png,False
21,20,Right Wrist,49,264,,0,Tamil Nadu Chola_I109.png,False
22,17,Right Elbow,70,231,,0,Tamil Nadu Chola_I109.png,False
23,22,Right Wrist,54,200,,0,Tamil Nadu Chola_I109.png,False
24,17,Right Elbow,88,202,,0,Tamil Nadu Chola_I109.png,False
25,24,Right Wrist,71,166,,0,Tamil Nadu Chola_I109.png,False
26,1,Left Hip,169,289,,0,Tamil Nadu Chola_I109.png,False
27,26,Left Knee,86,359,,0,Tamil Nadu Chola_I109.png,False
28,27,Left Ankle,55,409,,0,Tamil Nadu Chola_I109.png,False
29,1,Right Hip,139,284,,0,Tamil Nadu Chola_I109.png,False
30,29,Right Knee,208,301,,0,Tamil Nadu Chola_I109.png,False
31,30,Right Ankle,250,335,,0,Tamil Nadu Chola_I109.png,False
0,-1,Root,0,0,Narasimha avatar in right corner sculpture,0,Tamil Nadu Chola_I110.png,True
1,0,Forehead,162,96,,0,Tamil Nadu Chola_I110.png,False
2,1,Nose,163,117,,0,Tamil Nadu Chola_I110.png,False
3,1,Mouth,162,128,,0,Tamil Nadu Chola_I110.png,False
4,1,Left Eye,173,105,,0,Tamil Nadu Chola_I110.png,False
5,1,Right Eye,151,110,,0,Tamil Nadu Chola_I110.png,False
6,1,Left Ear,182,122,,0,Tamil Nadu Chola_I110.png,False
7,1,Right Ear,135,123,,0,Tamil Nadu Chola_I110.png,False
8,1,Left Shoulder,188,148,,0,Tamil Nadu Chola_I110.png,False
9,8,Left Elbow,202,205,,0,Tamil Nadu Chola_I110.png,False
10,9,Left Wrist,165,197,,0,Tamil Nadu Chola_I110.png,False
11,8,Left Elbow,223,212,,0,Tamil Nadu Chola_I110.png,False
12,11,Left Wrist,252,183,,0,Tamil Nadu Chola_I110.png,False
13,1,Right Shoulder,120,150,,0,Tamil Nadu Chola_I110.png,False
14,13,Right Elbow,100,214,,0,Tamil Nadu Chola_I110.png,False
15,14,Right Wrist,138,195,,0,Tamil Nadu Chola_I110.png,False
16,13,Right Elbow,86,211,,0,Tamil Nadu Chola_I110.png,False
17,16,Right Wrist,53,180,,0,Tamil Nadu Chola_I110.png,False
18,1,Left Hip,165,225,,0,Tamil Nadu Chola_I110.png,False
19,18,Left Knee,181,307,,0,Tamil Nadu Chola_I110.png,False
20,19,Left Ankle,180,372,,0,Tamil Nadu Chola_I110.png,False
21,1,Right Hip,137,227,,0,Tamil Nadu Chola_I110.png,False
22,21,Right Knee,135,317,,0,Tamil Nadu Chola_I110.png,False
23,22,Right Ankle,156,377,,0,Tamil Nadu Chola_I110.png,False
0,-1,Root,0,0,Stone craved Indian Goddess in the Left corner,1,Tamil Nadu Chola_I110.png,True
1,0,Forehead,470,69,,1,Tamil Nadu Chola_I110.png,False
2,1,Nose,470,82,,1,Tamil Nadu Chola_I110.png,False
3,1,Mouth,471,92,,1,Tamil Nadu Chola_I110.png,False
4,1,Left Eye,481,77,,1,Tamil Nadu Chola_I110.png,False
5,1,Right Eye,460,75,,1,Tamil Nadu Chola_I110.png,False
6,1,Left Ear,489,87,,1,Tamil Nadu Chola_I110.png,False
7,1,Right Ear,451,90,,1,Tamil Nadu Chola_I110.png,False
8,1,Left Shoulder,501,118,,1,Tamil Nadu Chola_I110.png,False
9,8,Left Elbow,530,173,,1,Tamil Nadu Chola_I110.png,False
10,9,Left Wrist,558,198,,1,Tamil Nadu Chola_I110.png,False
11,1,Right Shoulder,443,125,,1,Tamil Nadu Chola_I110.png,False
12,11,Right Elbow,417,217,,1,Tamil Nadu Chola_I110.png,False
13,12,Right Wrist,420,183,,1,Tamil Nadu Chola_I110.png,False
14,1,Left Hip,507,187,,1,Tamil Nadu Chola_I110.png,False
15,14,Left Knee,505,282,,1,Tamil Nadu Chola_I110.png,False
16,15,Left Ankle,501,348,,1,Tamil Nadu Chola_I110.png,False
17,1,Right Hip,470,188,,1,Tamil Nadu Chola_I110.png,False
18,17,Right Knee,452,271,,1,Tamil Nadu Chola_I110.png,False
19,18,Right Ankle,457,348,,1,Tamil Nadu Chola_I110.png,False
0,-1,Root,0,0,Narsimha avatar defeating demons,0,Tamil Nadu Chola_I111.png,True
1,0,Forehead,334,85,,0,Tamil Nadu Chola_I111.png,False
2,1,Nose,319,114,,0,Tamil Nadu Chola_I111.png,False
3,1,Mouth,312,133,,0,Tamil Nadu Chola_I111.png,False
4,1,Left Eye,333,113,,0,Tamil Nadu Chola_I111.png,False
5,1,Right Eye,316,98,,0,Tamil Nadu Chola_I111.png,False
6,1,Left Ear,343,136,,0,Tamil Nadu Chola_I111.png,True
7,1,Right Ear,279,95,,0,Tamil Nadu Chola_I111.png,True
8,1,Left Shoulder,333,158,,0,Tamil Nadu Chola_I111.png,True
9,8,Left Elbow,424,155,,0,Tamil Nadu Chola_I111.png,False
10,9,Left Wrist,401,120,,0,Tamil Nadu Chola_I111.png,False
11,8,Left Elbow,452,165,,0,Tamil Nadu Chola_I111.png,False
12,11,Left Wrist,479,122,,0,Tamil Nadu Chola_I111.png,False
13,8,Left Elbow,442,175,,0,Tamil Nadu Chola_I111.png,False
14,13,Left Wrist,490,203,,0,Tamil Nadu Chola_I111.png,False
15,8,Left Elbow,412,189,,0,Tamil Nadu Chola_I111.png,False
16,15,Left Wrist,449,234,,0,Tamil Nadu Chola_I111.png,False
17,1,Right Shoulder,251,126,,0,Tamil Nadu Chola_I111.png,False
18,17,Right Elbow,190,122,,0,Tamil Nadu Chola_I111.png,False
19,18,Right Wrist,143,60,,0,Tamil Nadu Chola_I111.png,False
20,17,Right Elbow,228,209,,0,Tamil Nadu Chola_I111.png,False
21,20,Right Wrist,276,226,,0,Tamil Nadu Chola_I111.png,False
22,17,Right Elbow,174,191,,0,Tamil Nadu Chola_I111.png,False
23,22,Right Wrist,159,247,,0,Tamil Nadu Chola_I111.png,False
24,17,Right Elbow,154,184,,0,Tamil Nadu Chola_I111.png,False
25,24,Right Wrist,110,210,,0,Tamil Nadu Chola_I111.png,False
26,17,Right Elbow,158,164,,0,Tamil Nadu Chola_I111.png,False
27,26,Right Wrist,128,118,,0,Tamil Nadu Chola_I111.png,False
28,1,Left Hip,304,214,,0,Tamil Nadu Chola_I111.png,True
29,28,Left Knee,431,292,,0,Tamil Nadu Chola_I111.png,False
30,29,Left Ankle,328,304,,0,Tamil Nadu Chola_I111.png,False
31,1,Right Hip,176,284,,0,Tamil Nadu Chola_I111.png,True
32,31,Right Knee,180,280,,0,Tamil Nadu Chola_I111.png,False
33,32,Right Ankle,256,351,,0,Tamil Nadu Chola_I111.png,False
0,-1,Root,0,0,Stone Craved demons sculpture in the right corner ,1,Tamil Nadu Chola_I111.png,True
1,0,Forehead,97,254,,1,Tamil Nadu Chola_I111.png,False
2,1,Nose,101,267,,1,Tamil Nadu Chola_I111.png,False
3,1,Mouth,107,278,,1,Tamil Nadu Chola_I111.png,True
4,1,Left Eye,108,261,,1,Tamil Nadu Chola_I111.png,False
5,1,Right Eye,90,267,,1,Tamil Nadu Chola_I111.png,False
6,1,Left Ear,123,266,,1,Tamil Nadu Chola_I111.png,True
7,1,Right Ear,91,285,,1,Tamil Nadu Chola_I111.png,True
8,1,Left Shoulder,138,306,,1,Tamil Nadu Chola_I111.png,True
9,1,Right Shoulder,80,312,,1,Tamil Nadu Chola_I111.png,False
10,9,Right Elbow,76,354,,1,Tamil Nadu Chola_I111.png,False
11,10,Right Wrist,67,378,,1,Tamil Nadu Chola_I111.png,False
12,1,Left Hip,157,353,,1,Tamil Nadu Chola_I111.png,True
13,12,Left Knee,122,365,,1,Tamil Nadu Chola_I111.png,True
0,-1,Root,0,0,Stone craved sculpture of demons lying on the Narasimha lap,2,Tamil Nadu Chola_I111.png,True
1,0,Forehead,406,250,,2,Tamil Nadu Chola_I111.png,False
2,1,Nose,384,243,,2,Tamil Nadu Chola_I111.png,False
3,1,Mouth,370,244,,2,Tamil Nadu Chola_I111.png,False
4,1,Left Eye,399,236,,2,Tamil Nadu Chola_I111.png,False
5,1,Right Eye,396,262,,2,Tamil Nadu Chola_I111.png,False
6,1,Left Ear,401,224,,2,Tamil Nadu Chola_I111.png,True
7,1,Right Ear,389,277,,2,Tamil Nadu Chola_I111.png,True
8,1,Left Shoulder,302,219,,2,Tamil Nadu Chola_I111.png,True
9,1,Right Shoulder,335,271,,2,Tamil Nadu Chola_I111.png,True
10,1,Left Hip,290,282,,2,Tamil Nadu Chola_I111.png,False
11,10,Left Knee,203,257,,2,Tamil Nadu Chola_I111.png,False
12,11,Left Ankle,169,318,,2,Tamil Nadu Chola_I111.png,False
13,10,Left Knee,265,233,,2,Tamil Nadu Chola_I111.png,True
14,1,Right Hip,260,230,,2,Tamil Nadu Chola_I111.png,True
15,14,Right Knee,207,239,,2,Tamil Nadu Chola_I111.png,False
16,15,Right Ankle,148,283,,2,Tamil Nadu Chola_I111.png,False
0,-1,Root,0,0,Stone Craved demon in left corner,3,Tamil Nadu Chola_I111.png,True
1,0,Forehead,513,243,,3,Tamil Nadu Chola_I111.png,False
2,1,Nose,510,265,,3,Tamil Nadu Chola_I111.png,True
3,1,Mouth,504,279,,3,Tamil Nadu Chola_I111.png,False
4,1,Left Eye,525,260,,3,Tamil Nadu Chola_I111.png,False
5,1,Right Eye,499,253,,3,Tamil Nadu Chola_I111.png,False
6,1,Left Ear,526,282,,3,Tamil Nadu Chola_I111.png,False
7,1,Right Ear,478,260,,3,Tamil Nadu Chola_I111.png,False
8,1,Left Shoulder,527,305,,3,Tamil Nadu Chola_I111.png,False
9,8,Left Elbow,533,350,,3,Tamil Nadu Chola_I111.png,False
10,9,Left Wrist,570,373,,3,Tamil Nadu Chola_I111.png,False
11,1,Right Shoulder,483,291,,3,Tamil Nadu Chola_I111.png,False
12,11,Right Elbow,484,340,,3,Tamil Nadu Chola_I111.png,False
13,12,Right Wrist,512,373,,3,Tamil Nadu Chola_I111.png,False
14,1,Left Hip,468,372,,3,Tamil Nadu Chola_I111.png,True
15,1,Right Hip,436,346,,3,Tamil Nadu Chola_I111.png,False
0,-1,Root,0,0,Indian Godess stone sculpture,0,Tamil Nadu Chola_I112.png,True
1,0,Forehead,197,86,,0,Tamil Nadu Chola_I112.png,False
2,1,Nose,196,99,,0,Tamil Nadu Chola_I112.png,False
3,1,Mouth,198,107,,0,Tamil Nadu Chola_I112.png,False
4,1,Left Eye,204,88,,0,Tamil Nadu Chola_I112.png,False
5,1,Right Eye,188,87,,0,Tamil Nadu Chola_I112.png,False
6,1,Left Ear,217,99,,0,Tamil Nadu Chola_I112.png,False
