id,pid,type,x,y,attr,person,img_id,hidden
3,1,Mouth,312,194,,1,Tamil Nadu Chola_I140.png,False
4,1,Left Eye,320,178,,1,Tamil Nadu Chola_I140.png,False
5,1,Right Eye,306,179,,1,Tamil Nadu Chola_I140.png,False
6,1,Left Ear,338,178,,1,Tamil Nadu Chola_I140.png,False
7,1,Right Ear,295,178,,1,Tamil Nadu Chola_I140.png,False
8,1,Left Shoulder,345,217,,1,Tamil Nadu Chola_I140.png,False
9,8,Left Elbow,346,281,,1,Tamil Nadu Chola_I140.png,False
10,9,Left Wrist,358,336,,1,Tamil Nadu Chola_I140.png,False
11,1,Right Shoulder,280,213,,1,Tamil Nadu Chola_I140.png,False
12,11,Right Elbow,272,264,,1,Tamil Nadu Chola_I140.png,False
13,12,Right Wrist,260,259,,1,Tamil Nadu Chola_I140.png,False
14,1,Left Hip,318,298,,1,Tamil Nadu Chola_I140.png,False
15,14,Left Knee,322,382,,1,Tamil Nadu Chola_I140.png,False
16,15,Left Ankle,322,455,,1,Tamil Nadu Chola_I140.png,False
17,1,Right Hip,272,291,,1,Tamil Nadu Chola_I140.png,False
18,17,Right Knee,285,388,,1,Tamil Nadu Chola_I140.png,False
19,18,Right Ankle,292,448,,1,Tamil Nadu Chola_I140.png,False
0,-1,Root,0,0,Stone figurine of Indian God in sitting position with three hands,0,Tamil Nadu Chola_I146.png,True
1,0,Forehead,268,175,,0,Tamil Nadu Chola_I146.png,False
2,1,Nose,272,203,,0,Tamil Nadu Chola_I146.png,False
3,1,Mouth,272,214,,0,Tamil Nadu Chola_I146.png,False
4,1,Left Eye,287,187,,0,Tamil Nadu Chola_I146.png,False
5,1,Right Eye,255,189,,0,Tamil Nadu Chola_I146.png,False
6,1,Left Ear,303,188,,0,Tamil Nadu Chola_I146.png,False
7,1,Right Ear,231,196,,0,Tamil Nadu Chola_I146.png,False
8,1,Left Shoulder,340,249,,0,Tamil Nadu Chola_I146.png,False
9,8,Left Elbow,342,347,,0,Tamil Nadu Chola_I146.png,True
10,9,Left Wrist,398,331,,0,Tamil Nadu Chola_I146.png,False
11,8,Left Elbow,369,330,,0,Tamil Nadu Chola_I146.png,True
12,11,Left Wrist,356,377,,0,Tamil Nadu Chola_I146.png,True
13,1,Right Shoulder,195,274,,0,Tamil Nadu Chola_I146.png,False
14,13,Right Elbow,181,365,,0,Tamil Nadu Chola_I146.png,True
15,14,Right Wrist,154,333,,0,Tamil Nadu Chola_I146.png,False
16,13,Right Elbow,212,360,,0,Tamil Nadu Chola_I146.png,True
17,16,Right Wrist,197,365,,0,Tamil Nadu Chola_I146.png,False
18,1,Left Hip,321,383,,0,Tamil Nadu Chola_I146.png,False
19,18,Left Knee,426,432,,0,Tamil Nadu Chola_I146.png,False
20,19,Left Ankle,275,440,,0,Tamil Nadu Chola_I146.png,False
21,1,Right Hip,239,398,,0,Tamil Nadu Chola_I146.png,False
22,21,Right Knee,141,451,,0,Tamil Nadu Chola_I146.png,False
23,22,Right Ankle,205,581,,0,Tamil Nadu Chola_I146.png,False
0,-1,Root,0,0,Stone figurine of Indian Goddess with three heads.,0,Tamil Nadu Chola_I148.png,True
1,0,Forehead,210,85,,0,Tamil Nadu Chola_I148.png,False
2,1,Nose,211,108,,0,Tamil Nadu Chola_I148.png,False
3,1,Mouth,209,123,,0,Tamil Nadu Chola_I148.png,False
4,1,Left Eye,223,95,,0,Tamil Nadu Chola_I148.png,False
5,1,Right Eye,199,95,,0,Tamil Nadu Chola_I148.png,False
6,1,Left Ear,241,127,,0,Tamil Nadu Chola_I148.png,False
7,1,Right Ear,180,121,,0,Tamil Nadu Chola_I148.png,False
8,1,Left Shoulder,270,165,,0,Tamil Nadu Chola_I148.png,False
9,8,Left Elbow,275,242,,0,Tamil Nadu Chola_I148.png,False
10,9,Left Wrist,275,283,,0,Tamil Nadu Chola_I148.png,False
11,1,Right Shoulder,138,153,,0,Tamil Nadu Chola_I148.png,False
12,11,Right Elbow,136,213,,0,Tamil Nadu Chola_I148.png,True
13,1,Left Hip,248,267,,0,Tamil Nadu Chola_I148.png,False
14,13,Left Knee,230,400,,0,Tamil Nadu Chola_I148.png,False
15,14,Left Ankle,222,480,,0,Tamil Nadu Chola_I148.png,False
16,1,Right Hip,153,283,,0,Tamil Nadu Chola_I148.png,False
17,16,Right Knee,157,393,,0,Tamil Nadu Chola_I148.png,False
18,17,Right Ankle,169,476,,0,Tamil Nadu Chola_I148.png,False
19,0,Forehead,155,89,,0,Tamil Nadu Chola_I148.png,False
20,19,Nose,152,112,,0,Tamil Nadu Chola_I148.png,False
21,19,Mouth,155,120,,0,Tamil Nadu Chola_I148.png,False
22,19,Left Eye,166,98,,0,Tamil Nadu Chola_I148.png,False
23,0,Forehead,259,90,,0,Tamil Nadu Chola_I148.png,False
24,23,Nose,264,118,,0,Tamil Nadu Chola_I148.png,False
25,23,Mouth,259,124,,0,Tamil Nadu Chola_I148.png,False
26,23,Right Eye,255,103,,0,Tamil Nadu Chola_I148.png,False
0,-1,Root,0,0,metal statue of Indian god in standing position,0,Tamil Nadu Chola_I149.png,True
1,0,Forehead,264,153,,0,Tamil Nadu Chola_I149.png,False
2,1,Nose,264,182,,0,Tamil Nadu Chola_I149.png,False
3,1,Mouth,265,189,,0,Tamil Nadu Chola_I149.png,False
4,1,Left Eye,279,165,,0,Tamil Nadu Chola_I149.png,False
5,1,Right Eye,250,163,,0,Tamil Nadu Chola_I149.png,False
6,1,Left Ear,303,162,,0,Tamil Nadu Chola_I149.png,False
7,1,Right Ear,229,163,,0,Tamil Nadu Chola_I149.png,False
8,1,Left Shoulder,328,226,,0,Tamil Nadu Chola_I149.png,False
9,8,Left Elbow,353,321,,0,Tamil Nadu Chola_I149.png,True
10,9,Left Wrist,333,323,,0,Tamil Nadu Chola_I149.png,False
11,1,Right Shoulder,191,229,,0,Tamil Nadu Chola_I149.png,False
12,11,Right Elbow,203,321,,0,Tamil Nadu Chola_I149.png,True
13,12,Right Wrist,184,323,,0,Tamil Nadu Chola_I149.png,False
14,1,Left Hip,302,381,,0,Tamil Nadu Chola_I149.png,False
15,14,Left Knee,291,547,,0,Tamil Nadu Chola_I149.png,False
16,15,Left Ankle,280,645,,0,Tamil Nadu Chola_I149.png,False
17,1,Right Hip,225,379,,0,Tamil Nadu Chola_I149.png,False
18,17,Right Knee,241,558,,0,Tamil Nadu Chola_I149.png,False
19,18,Right Ankle,251,643,,0,Tamil Nadu Chola_I149.png,False
0,-1,Root,0,0,Metal sculpture of Indian God probably Vishnu with four hands,0,Tamil Nadu Chola_I150.png,True
1,0,Forehead,1617,599,,0,Tamil Nadu Chola_I150.png,False
2,1,Nose,1626,731,,0,Tamil Nadu Chola_I150.png,False
3,1,Mouth,1629,792,,0,Tamil Nadu Chola_I150.png,False
4,1,Left Eye,1684,663,,0,Tamil Nadu Chola_I150.png,False
5,1,Right Eye,1573,672,,0,Tamil Nadu Chola_I150.png,False
6,1,Left Ear,1766,693,,0,Tamil Nadu Chola_I150.png,False
7,1,Right Ear,1456,725,,0,Tamil Nadu Chola_I150.png,False
8,1,Left Shoulder,1927,1011,,0,Tamil Nadu Chola_I150.png,False
9,8,Left Elbow,1967,1436,,0,Tamil Nadu Chola_I150.png,False
10,9,Left Wrist,1953,1695,,0,Tamil Nadu Chola_I150.png,False
11,1,Right Shoulder,1281,994,,0,Tamil Nadu Chola_I150.png,False
12,11,Right Elbow,1199,1406,,0,Tamil Nadu Chola_I150.png,False
13,12,Right Wrist,1307,1465,,0,Tamil Nadu Chola_I150.png,False
14,1,Left Hip,1784,1617,,0,Tamil Nadu Chola_I150.png,False
15,14,Left Knee,1702,2184,,0,Tamil Nadu Chola_I150.png,False
16,15,Left Ankle,1681,2635,,0,Tamil Nadu Chola_I150.png,False
17,1,Right Hip,1374,1623,,0,Tamil Nadu Chola_I150.png,False
18,17,Right Knee,1433,2187,,0,Tamil Nadu Chola_I150.png,False
19,18,Right Ankle,1497,2582,,0,Tamil Nadu Chola_I150.png,False
0,-1,Root,0,0,Metal sculpture of Indian God with four hands probably Vishnu in standing posture,0,Tamil Nadu Chola_I151.png,True
1,0,Forehead,1614,613,,0,Tamil Nadu Chola_I151.png,False
2,1,Nose,1617,744,,0,Tamil Nadu Chola_I151.png,False
3,1,Mouth,1629,790,,0,Tamil Nadu Chola_I151.png,False
4,1,Left Eye,1687,657,,0,Tamil Nadu Chola_I151.png,False
5,1,Right Eye,1561,664,,0,Tamil Nadu Chola_I151.png,False
6,1,Left Ear,1766,739,,0,Tamil Nadu Chola_I151.png,False
7,1,Right Ear,1462,715,,0,Tamil Nadu Chola_I151.png,False
8,1,Left Shoulder,1914,998,,0,Tamil Nadu Chola_I151.png,False
9,8,Left Elbow,1955,1433,,0,Tamil Nadu Chola_I151.png,False
10,9,Left Wrist,1962,1637,,0,Tamil Nadu Chola_I151.png,False
11,1,Right Shoulder,1263,997,,0,Tamil Nadu Chola_I151.png,False
12,11,Right Elbow,1207,1395,,0,Tamil Nadu Chola_I151.png,False
13,12,Right Wrist,1307,1465,,0,Tamil Nadu Chola_I151.png,False
14,1,Left Hip,1769,1558,,0,Tamil Nadu Chola_I151.png,False
15,14,Left Knee,1717,2256,,0,Tamil Nadu Chola_I151.png,False
16,15,Left Ankle,1665,2603,,0,Tamil Nadu Chola_I151.png,False
17,1,Right Hip,1391,1601,,0,Tamil Nadu Chola_I151.png,False
18,17,Right Knee,1447,2175,,0,Tamil Nadu Chola_I151.png,False
19,18,Right Ankle,1464,2586,,0,Tamil Nadu Chola_I151.png,False
0,-1,Root,0,0,Metal statue of Indian god with four hands,0,Tamil Nadu Chola_I152.png,True
1,0,Forehead,223,108,,0,Tamil Nadu Chola_I152.png,False
2,1,Nose,226,127,,0,Tamil Nadu Chola_I152.png,False
3,1,Mouth,225,144,,0,Tamil Nadu Chola_I152.png,False
4,1,Left Eye,239,120,,0,Tamil Nadu Chola_I152.png,False
5,1,Right Eye,211,121,,0,Tamil Nadu Chola_I152.png,False
6,1,Left Shoulder,289,199,,0,Tamil Nadu Chola_I152.png,False
7,6,Left Elbow,315,302,,0,Tamil Nadu Chola_I152.png,False
8,7,Left Wrist,309,362,,0,Tamil Nadu Chola_I152.png,False
9,6,Left Elbow,326,285,,0,Tamil Nadu Chola_I152.png,False
10,9,Left Wrist,361,252,,0,Tamil Nadu Chola_I152.png,False
11,1,Right Shoulder,156,206,,0,Tamil Nadu Chola_I152.png,False
12,11,Right Elbow,132,295,,0,Tamil Nadu Chola_I152.png,False
13,12,Right Wrist,154,308,,0,Tamil Nadu Chola_I152.png,False
14,11,Right Elbow,130,277,,0,Tamil Nadu Chola_I152.png,False
15,14,Right Wrist,105,248,,0,Tamil Nadu Chola_I152.png,False
16,1,Left Hip,269,334,,0,Tamil Nadu Chola_I152.png,False
17,16,Left Knee,260,474,,0,Tamil Nadu Chola_I152.png,False
18,17,Left Ankle,253,575,,0,Tamil Nadu Chola_I152.png,False
19,1,Right Hip,193,328,,0,Tamil Nadu Chola_I152.png,False
20,19,Right Knee,191,481,,0,Tamil Nadu Chola_I152.png,False
21,20,Right Ankle,201,566,,0,Tamil Nadu Chola_I152.png,False
0,-1,Root,0,0,Stone sculpture of Lion god,0,Tamil Nadu Chola_I153.png,True
1,0,Forehead,196,97,,0,Tamil Nadu Chola_I153.png,False
2,1,Nose,195,186,,0,Tamil Nadu Chola_I153.png,False
3,1,Mouth,204,221,,0,Tamil Nadu Chola_I153.png,False
4,1,Left Eye,229,149,,0,Tamil Nadu Chola_I153.png,False
5,1,Right Eye,170,148,,0,Tamil Nadu Chola_I153.png,False
6,1,Left Ear,292,137,,0,Tamil Nadu Chola_I153.png,False
7,1,Right Ear,141,141,,0,Tamil Nadu Chola_I153.png,False
8,1,Left Hip,344,400,,0,Tamil Nadu Chola_I153.png,False
9,8,Left Knee,303,490,,0,Tamil Nadu Chola_I153.png,False
10,9,Left Ankle,303,617,,0,Tamil Nadu Chola_I153.png,False
11,1,Right Hip,115,394,,0,Tamil Nadu Chola_I153.png,False
12,11,Right Knee,119,507,,0,Tamil Nadu Chola_I153.png,False
13,12,Right Ankle,132,607,,0,Tamil Nadu Chola_I153.png,False
0,-1,Root,0,0,Stone sculpture of Indian God with four hands probably Vishnu,0,Tamil Nadu Chola_I155.png,True
1,0,Forehead,498,370,,0,Tamil Nadu Chola_I155.png,False
2,1,Nose,499,410,,0,Tamil Nadu Chola_I155.png,False
3,1,Mouth,499,433,,0,Tamil Nadu Chola_I155.png,False
4,1,Left Eye,520,389,,0,Tamil Nadu Chola_I155.png,False
5,1,Right Eye,474,387,,0,Tamil Nadu Chola_I155.png,False
6,1,Left Ear,559,407,,0,Tamil Nadu Chola_I155.png,False
7,1,Right Ear,436,404,,0,Tamil Nadu Chola_I155.png,False
8,1,Left Shoulder,627,529,,0,Tamil Nadu Chola_I155.png,False
9,8,Left Elbow,621,658,,0,Tamil Nadu Chola_I155.png,False
10,9,Left Wrist,635,685,,0,Tamil Nadu Chola_I155.png,False
11,8,Left Elbow,703,682,,0,Tamil Nadu Chola_I155.png,False
12,11,Left Wrist,730,604,,0,Tamil Nadu Chola_I155.png,False
13,1,Right Shoulder,360,522,,0,Tamil Nadu Chola_I155.png,False
14,13,Right Elbow,355,644,,0,Tamil Nadu Chola_I155.png,False
15,14,Right Wrist,335,839,,0,Tamil Nadu Chola_I155.png,False
16,13,Right Elbow,288,730,,0,Tamil Nadu Chola_I155.png,False
17,16,Right Wrist,266,615,,0,Tamil Nadu Chola_I155.png,False
18,1,Left Hip,592,750,,0,Tamil Nadu Chola_I155.png,False
19,18,Left Knee,555,1034,,0,Tamil Nadu Chola_I155.png,False
20,19,Left Ankle,534,1220,,0,Tamil Nadu Chola_I155.png,False
21,1,Right Hip,445,754,,0,Tamil Nadu Chola_I155.png,False
22,21,Right Knee,462,994,,0,Tamil Nadu Chola_I155.png,False
23,22,Right Ankle,424,1197,,0,Tamil Nadu Chola_I155.png,False
0,-1,Root,0,0,Stone carvings of three-headed goddesses ,0,Tamil Nadu Chola_I156.png,True
1,0,Forehead,309,260,,0,Tamil Nadu Chola_I156.png,False
2,1,Nose,310,312,,0,Tamil Nadu Chola_I156.png,False
3,1,Mouth,311,329,,0,Tamil Nadu Chola_I156.png,False
4,1,Left Eye,333,283,,0,Tamil Nadu Chola_I156.png,False
5,1,Right Eye,285,281,,0,Tamil Nadu Chola_I156.png,False
6,1,Left Ear,361,284,,0,Tamil Nadu Chola_I156.png,False
7,1,Right Ear,258,288,,0,Tamil Nadu Chola_I156.png,False
8,1,Left Shoulder,411,378,,0,Tamil Nadu Chola_I156.png,False
9,8,Left Elbow,422,522,,0,Tamil Nadu Chola_I156.png,False
10,9,Left Wrist,412,600,,0,Tamil Nadu Chola_I156.png,False
11,8,Left Elbow,464,527,,0,Tamil Nadu Chola_I156.png,False
12,11,Left Wrist,472,442,,0,Tamil Nadu Chola_I156.png,False
13,1,Right Shoulder,222,385,,0,Tamil Nadu Chola_I156.png,False
14,13,Right Elbow,176,549,,0,Tamil Nadu Chola_I156.png,False
15,14,Right Wrist,196,495,,0,Tamil Nadu Chola_I156.png,False
16,13,Right Elbow,169,523,,0,Tamil Nadu Chola_I156.png,False
17,16,Right Wrist,155,448,,0,Tamil Nadu Chola_I156.png,False
18,1,Left Hip,380,601,,0,Tamil Nadu Chola_I156.png,False
19,18,Left Knee,458,674,,0,Tamil Nadu Chola_I156.png,False
20,19,Left Ankle,303,677,,0,Tamil Nadu Chola_I156.png,False
21,1,Right Hip,217,591,,0,Tamil Nadu Chola_I156.png,False
22,0,Forehead,381,267,,0,Tamil Nadu Chola_I156.png,False
23,22,Nose,392,310,,0,Tamil Nadu Chola_I156.png,False
24,22,Mouth,384,328,,0,Tamil Nadu Chola_I156.png,False
25,22,Right Eye,379,291,,0,Tamil Nadu Chola_I156.png,False
26,0,Forehead,238,273,,0,Tamil Nadu Chola_I156.png,False
27,26,Nose,227,322,,0,Tamil Nadu Chola_I156.png,False
28,26,Mouth,236,334,,0,Tamil Nadu Chola_I156.png,False
29,26,Left Eye,243,293,,0,Tamil Nadu Chola_I156.png,False
